"packageId","routeId","moduleId","lessonId","activityId","activityOrder","visibleTitle","practiceType","helpAvailable","independentDemonstration","transfer","retention","requestedEvidence","impliesPhysicalSkill","currentEvidenceLevel","recommendedEvidenceLevel","executionTier","risk","objectiveAlignment","recommendedAction","manualReviewRequired"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.medir-el-tiempo","lesson.encyclopedia.history-language.medir-el-tiempo","activity.encyclopedia.history-language.medir-el-tiempo","1","Explicar y transferir: Medir el tiempo: referencia, oscilador y contador","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.medir-el-tiempo:answer""]","true","K","P","home-bench","historical-non-actionable","aligned","manual-review","true"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.del-reloj-fijo-al-portatil","lesson.encyclopedia.history-language.del-reloj-fijo-al-portatil","activity.encyclopedia.history-language.del-reloj-fijo-al-portatil","1","Explicar y transferir: Del reloj fijo al reloj portátil","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.del-reloj-fijo-al-portatil:answer""]","false","K","R","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.evolucion-de-los-escapes","lesson.encyclopedia.history-language.evolucion-de-los-escapes","activity.encyclopedia.history-language.evolucion-de-los-escapes","1","Explicar y transferir: Evolución de los escapes y de la regulación","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.evolucion-de-los-escapes:answer""]","false","K","R","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.industrializacion-y-familias","lesson.encyclopedia.history-language.industrializacion-y-familias","activity.encyclopedia.history-language.industrializacion-y-familias","1","Explicar y transferir: Industrialización, ébauches y familias de calibres","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.industrializacion-y-familias:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.transicion-electromecanica-cuarzo","lesson.encyclopedia.history-language.transicion-electromecanica-cuarzo","activity.encyclopedia.history-language.transicion-electromecanica-cuarzo","1","Explicar y transferir: De lo electromecánico al cuarzo","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.transicion-electromecanica-cuarzo:answer""]","false","K","P","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.leer-documentacion","lesson.encyclopedia.history-language.leer-documentacion","activity.encyclopedia.history-language.leer-documentacion","1","Explicar y transferir: Leer nombres, especificaciones, planos y manuales","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.leer-documentacion:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.toh-tiempo-escalas","lesson.encyclopedia.history-language.toh-tiempo-escalas","activity.encyclopedia.history-language.toh-tiempo-escalas","1","Explicar y transferir: Tiempo, escalas y calendario civil","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.toh-tiempo-escalas:answer""]","false","K","P","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.toh-instrumentos-principios","lesson.encyclopedia.history-language.toh-instrumentos-principios","activity.encyclopedia.history-language.toh-instrumentos-principios","1","Explicar y transferir: Instrumentos de tiempo: flujo, oscilación y conteo","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.history-language.toh-instrumentos-principios:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.history-language","module.encyclopedia.history-language.toh-cronometro-precision","lesson.encyclopedia.history-language.toh-cronometro-precision","activity.encyclopedia.history-language.toh-cronometro-precision","1","Explicar y transferir: Reloj, cronómetro, precisión y exactitud","explanation / transfer","[""support:independent"",""worked-example"",""graduated-attempts""]","true","true","false","[""evidence.encyclopedia.history-language.toh-cronometro-precision:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.workstation","lesson.quartz2035.workstation","activity.quartz2035.prepare-workbench","1","Preparar el banco","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.preparation:observation"",""evidence.quartz2035.safety:observation""]","true","K","R","home-bench","normal","aligned","manual-review","true"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.workstation","lesson.quartz2035.workstation","activity.quartz2035.detect-unsafe-conditions","2","Detectar condiciones inseguras","prediction / diagnostic","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.preparation:observation"",""evidence.quartz2035.safety:observation""]","true","K","R","home-bench","normal","aligned","manual-review","true"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.tools","lesson.quartz2035.tools","activity.quartz2035.select-tools","1","Seleccionar herramientas","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.tool:observation""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.tools","lesson.quartz2035.tools","activity.quartz2035.reject-wrong-tool","2","Rechazar una herramienta inadecuada","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.tool:observation""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.observe","lesson.quartz2035.observe","activity.quartz2035.identify-movement-zones","1","Identificar zonas del movimiento","observation-3d / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.observation:observation""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.quartz-miyota2035","route.horology.bench-foundations","module.quartz2035.observe","lesson.quartz2035.observe","activity.quartz2035.record-initial-condition","2","Registrar el estado inicial","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.observation:observation""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.banco-y-seguridad","lesson.encyclopedia.workshop-tools-materials.banco-y-seguridad","activity.encyclopedia.workshop-tools-materials.banco-y-seguridad","1","Explicar y transferir: Banco, postura, orden y seguridad","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.banco-y-seguridad:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.observacion-optica-manipulacion","lesson.encyclopedia.workshop-tools-materials.observacion-optica-manipulacion","activity.encyclopedia.workshop-tools-materials.observacion-optica-manipulacion","1","Explicar y transferir: Observación, óptica y manipulación","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.observacion-optica-manipulacion:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.herramientas-y-afilado","lesson.encyclopedia.workshop-tools-materials.herramientas-y-afilado","activity.encyclopedia.workshop-tools-materials.herramientas-y-afilado","1","Explicar y transferir: Herramientas de mano, ajuste y afilado","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.herramientas-y-afilado:answer""]","false","K","P","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.materiales-relojeros","lesson.encyclopedia.workshop-tools-materials.materiales-relojeros","activity.encyclopedia.workshop-tools-materials.materiales-relojeros","1","Explicar y transferir: Materiales relojeros y propiedades funcionales","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.materiales-relojeros:answer""]","false","K","R","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.tratamiento-termico-y-superficies","lesson.encyclopedia.workshop-tools-materials.tratamiento-termico-y-superficies","activity.encyclopedia.workshop-tools-materials.tratamiento-termico-y-superficies","1","Explicar y transferir: Tratamiento térmico y acabado de superficies","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.tratamiento-termico-y-superficies:answer""]","false","K","P","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.contaminacion-y-limpieza","lesson.encyclopedia.workshop-tools-materials.contaminacion-y-limpieza","activity.encyclopedia.workshop-tools-materials.contaminacion-y-limpieza","1","Explicar y transferir: Contaminación, limpieza y química segura","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.contaminacion-y-limpieza:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.bulova-destreza-basica","lesson.encyclopedia.workshop-tools-materials.bulova-destreza-basica","activity.encyclopedia.workshop-tools-materials.bulova-destreza-basica","1","Explicar y transferir: Pasaporte de banco I: lupa, pinzas y destornillador","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.bulova-destreza-basica:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.bulova-evaluacion-destreza","lesson.encyclopedia.workshop-tools-materials.bulova-evaluacion-destreza","activity.encyclopedia.workshop-tools-materials.bulova-evaluacion-destreza","1","Explicar y transferir: Pasaporte de banco II: repetición, calidad y revisión","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.workshop-tools-materials.bulova-evaluacion-destreza:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.workshop-tools-materials","module.encyclopedia.workshop-tools-materials.chicago-herramientas-seleccion","lesson.encyclopedia.workshop-tools-materials.chicago-herramientas-seleccion","activity.encyclopedia.workshop-tools-materials.chicago-herramientas-seleccion","1","Explicar y transferir: Expediente Chicago XII: elegir herramientas por capacidad","explanation / transfer","[""support:independent"",""worked-example"",""graduated-attempts""]","true","true","false","[""evidence.encyclopedia.workshop-tools-materials.chicago-herramientas-seleccion:answer""]","false","K","P","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.energy","lesson.mechanical.energy","activity.mechanical.classify-energy-functions","1","Clasificar energía, transmisión, regulación e indicación","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-energy-chain:procedure""]","false","K","V","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.energy","lesson.mechanical.energy","activity.mechanical.interrupt-energy-chain","2","Activar, bloquear y restaurar la cadena energética","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-energy-chain:procedure""]","false","K","V","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.barrel","lesson.mechanical.barrel","activity.mechanical.load-unload-barrel","1","Cargar y descargar un barrilete","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-barrel:procedure""]","true","K","P","home-bench","historical-non-actionable","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.barrel","lesson.mechanical.barrel","activity.mechanical.identify-barrel-parts","2","Identificar partes del barrilete","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-barrel:procedure""]","true","K","P","home-bench","historical-non-actionable","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.gear-pair","lesson.mechanical.gear-pair","activity.mechanical.predict-pair-direction","1","Predecir el sentido de un par de ruedas","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.determine-rotation-direction:procedure""]","false","K","R","simulation","normal","partial","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.gear-pair","lesson.mechanical.gear-pair","activity.mechanical.calculate-pair-ratio","2","Calcular la relación de un par","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.calculate-simple-ratios:procedure""]","false","K","R","simulation","normal","partial","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.gear-pair","lesson.mechanical.gear-pair","activity.mechanical.detect-impossible-mesh","3","Detectar un engrane imposible","prediction / diagnostic","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.calculate-simple-ratios:procedure""]","false","K","R","simulation","normal","partial","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.train","lesson.mechanical.train","activity.mechanical.build-train","1","Construir un tren","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.build-functional-train:procedure""]","true","K","P","home-bench","normal","aligned","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.train","lesson.mechanical.train","activity.mechanical.calculate-total-ratio","2","Calcular la relación total","prediction / completion-problem","[""graduated-hints:6"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.calculate-simple-ratios:procedure""]","false","K","V","simulation","normal","aligned","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.train","lesson.mechanical.train","activity.mechanical.interrupt-train","3","Bloquear o retirar una etapa y explicar el resultado","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.build-functional-train:procedure""]","true","K","P","home-bench","normal","aligned","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.supports","lesson.mechanical.supports","activity.mechanical.identify-pivots-supports","1","Identificar pivotes y apoyos","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.recognize-supports-clearances:procedure""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.supports","lesson.mechanical.supports","activity.mechanical.detect-mis-seated-wheel","2","Detectar una rueda mal asentada","prediction / diagnostic","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.recognize-supports-clearances:procedure""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.escapement","lesson.mechanical.escapement","activity.mechanical.order-escapement-phases","1","Ordenar las fases del escape","guided-practice / completion-problem","[""graduated-hints:6"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.order-escapement-phases:procedure""]","true","K","R","home-bench","historical-non-actionable","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.escapement","lesson.mechanical.escapement","activity.mechanical.identify-lock-impulse-drop","2","Identificar bloqueo, impulso y caída","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.order-escapement-phases:procedure""]","true","K","R","home-bench","historical-non-actionable","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.oscillator","lesson.mechanical.oscillator","activity.mechanical.distinguish-frequency-amplitude","1","Diferenciar frecuencia y amplitud","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.distinguish-frequency-amplitude:procedure""]","false","K","R","simulation","normal","partial","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.oscillator","lesson.mechanical.oscillator","activity.mechanical.configure-oscillator","2","Configurar frecuencia y amplitud conceptual","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.distinguish-frequency-amplitude:procedure""]","false","K","R","simulation","normal","partial","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.escape-oscillator","lesson.mechanical.escape-oscillator","activity.mechanical.relate-escape-oscillator","1","Relacionar escape y oscilador","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-escape-oscillator-system:procedure""]","true","K","R","home-bench","normal","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.escape-oscillator","lesson.mechanical.escape-oscillator","activity.mechanical.predict-escapement-interruption","2","Predecir una interrupción del sistema","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.diagnose-conceptual-interruption:human-review""]","false","R","R","simulation","normal","partial","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.motion-works","lesson.mechanical.motion-works","activity.mechanical.build-motion-works","1","Construir la minutería","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-motion-works:procedure""]","true","K","R","home-bench","normal","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.motion-works","lesson.mechanical.motion-works","activity.mechanical.set-indication","2","Ajustar una indicación horaria","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-motion-works:procedure""]","true","K","R","home-bench","normal","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.keyless","lesson.mechanical.keyless","activity.mechanical.reconstruct-crown-states","1","Reconstruir estados de la tija","guided-practice / completion-problem","[""graduated-hints:6"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-keyless:procedure""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.keyless","lesson.mechanical.keyless","activity.mechanical.operate-winding-setting","2","Distinguir cuerda y puesta en hora","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-keyless:procedure""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.automatic-calendar","lesson.mechanical.automatic-calendar","activity.mechanical.follow-automatic-energy","1","Seguir la carga automática","guided-practice / worked-example","[""graduated-hints:6"",""support:full"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-automatic-winding:procedure""]","true","K","R","home-bench","normal","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.automatic-calendar","lesson.mechanical.automatic-calendar","activity.mechanical.explain-date-change","2","Explicar el cambio de fecha","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.explain-basic-calendar:procedure""]","true","K","R","home-bench","normal","partial","manual-review","true"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.final-project","lesson.mechanical.final-project","activity.mechanical.introduce-fault","1","Introducir un fallo","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.diagnose-conceptual-interruption:human-review""]","false","R","R","simulation","normal","partial","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.final-project","lesson.mechanical.final-project","activity.mechanical.formulate-hypothesis","2","Formular una hipótesis y una prueba","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.diagnose-conceptual-interruption:human-review""]","false","R","R","simulation","normal","partial","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.final-project","lesson.mechanical.final-project","activity.mechanical.build-final-project","3","Construir el proyecto final","prediction / mastery-check","[""graduated-hints:6"",""support:independent"",""worked-example"",""graduated-attempts""]","true","false","false","[""evidence.mechanical.document-fidelity-limits:human-review""]","false","R","R","simulation","normal","partial","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.final-project","lesson.mechanical.final-project","activity.mechanical.compare-with-8215","4","Comparar el conceptual con el 8215","prediction / transfer","[""graduated-hints:6"",""support:independent"",""worked-example"",""graduated-attempts""]","true","true","false","[""evidence.mechanical.compare-conceptual-real:human-review""]","false","R","R","simulation","normal","partial","keep","false"
"wplab.horology.mechanical-foundations","route.mechanical.foundations","module.mechanical.final-project","lesson.mechanical.final-project","activity.mechanical.document-limitations","5","Documentar limitaciones y pruebas pendientes","prediction / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.mechanical.document-fidelity-limits:human-review""]","false","R","R","simulation","normal","partial","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.math-physics-metrology","module.encyclopedia.math-physics-metrology.unidades-y-modelos","lesson.encyclopedia.math-physics-metrology.unidades-y-modelos","activity.encyclopedia.math-physics-metrology.unidades-y-modelos","1","Explicar y transferir: Unidades, escalas y análisis dimensional","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.math-physics-metrology.unidades-y-modelos:answer""]","false","K","P","simulation","normal","aligned","keep","false"
