"packageId","packageVersion","routeId","moduleId","lessonId","visibleTitle","currentOrder","routeOrder","moduleOrder","lessonOrder","currentType","proposedCurriculumStage","curriculumCategory","currentObservableObjective","objectiveQuality","currentLearningArchetype","recommendedLearningArchetype","declaredPrimarySource","secondarySources","currentCitations","citationPrecision","requiredConcepts","prerequisiteProblems","improperHigherDependencies","visualCoverage","requiredVisuals","currentEvidenceLevel","recommendedEvidenceLevel","executionTier","safetyStatus","historicalStatus","languageProblems","editorialProblems","editorialStatus","recommendedAction","priority","priorityScore","priorityBreakdown","reason","manualReviewRequired"
"wplab.horology.inspection-metrology","0.2.0","route.metrology.physical-digital-bridge","module.metrology.physical-measurement","lesson.metrology.physical-measurement","Medir piezas físicas","59","7","10","1","worked-example / explanation","3-observe-measure-diagnose","","Explicar cómo definir datums, orientación, instrumento y repeticiones antes de leer.","specific-observable","inspection","inspection","source.metrology.bipm.vim","[""source.metrology.bipm.gum"",""source.metrology.nist.handbook"",""source.metrology.original-course""]","[]","document","[""concept.metrology.image-measurement""]","[]","[]","0/0 declared visuals ready or approved","[""scaled defect imagery and observation conditions""]","R","R","home-bench","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.metrology.medir-diametro.title"",""activity.metrology.medir-diametro.description"",""activity.metrology.medir-distancia-entre-centros.title"",""activity.metrology.medir-distancia-entre-centros.description""]","[""identical-english-spanish"",""foreign-lesson-title"",""repeated-paragraph-or-instruction"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""inadequate-visual-support"",""single-lesson-module""]","needs-source-review","edit","medium","52","[{""reason"":""incidencias ponderadas"",""points"":52}]","Campos localizados en inglés repiten literalmente el español. El cuerpo contiene el título de otra lección; puede ser referencia válida o contaminación de plantilla. La lección comparte párrafos o instrucciones extensos con otras lecciones. Los nombres de módulo y lección son redundantes.","true"
"wplab.horology.inspection-metrology","0.2.0","route.metrology.physical-digital-bridge","module.metrology.inspection-findings","lesson.metrology.inspection-findings","Inspeccionar desgaste y daños","60","7","11","1","guided-practice / explanation","3-observe-measure-diagnose","","Explicar cómo clasificar hallazgos sin convertirlos automáticamente en diagnóstico.","specific-observable","inspection","manufacturing","source.metrology.bipm.vim","[""source.metrology.bipm.gum"",""source.metrology.nist.handbook"",""source.metrology.original-course""]","[]","document","[""concept.metrology.physical-measurement""]","[]","[]","0/0 declared visuals ready or approved","[""dimensioned drawing, workholding, and operation states""]","R","R","home-bench","historical-non-actionable","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.metrology.identificar-lectura-atipica.title"",""activity.metrology.identificar-lectura-atipica.description"",""activity.metrology.registrar-hallazgo.title"",""activity.metrology.registrar-hallazgo.description""]","[""identical-english-spanish"",""foreign-lesson-title"",""repeated-paragraph-or-instruction"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""hazardous-historical-procedure"",""modern-safety-source-required"",""inadequate-visual-support"",""specialist-work-misclassified-home"",""single-lesson-module""]","needs-safety-review","manual-review","high","76","[{""reason"":""incidencias ponderadas"",""points"":60},{""reason"":""inspección"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. El cuerpo contiene el título de otra lección; puede ser referencia válida o contaminación de plantilla. La lección comparte párrafos o instrucciones extensos con otras lecciones. Los nombres de módulo y lección son redundantes.","true"
"wplab.horology.inspection-metrology","0.2.0","route.metrology.physical-digital-bridge","module.metrology.compare-data","lesson.metrology.compare-data","Comparar datos","61","7","12","1","guided-practice / explanation","3-observe-measure-diagnose","","Explicar cómo contrastar nominal, reconstruido y medido con marcos y tolerancias explícitos.","specific-observable","inspection","inspection","source.metrology.bipm.vim","[""source.metrology.bipm.gum"",""source.metrology.nist.handbook"",""source.metrology.original-course""]","[]","document","[""concept.metrology.inspection-findings""]","[]","[]","0/0 declared visuals ready or approved","[""scaled defect imagery and observation conditions""]","R","R","home-bench","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.metrology.comparar-nominal-y-medido.title"",""activity.metrology.comparar-nominal-y-medido.description"",""activity.metrology.determinar-validez-de-comparacion.title"",""activity.metrology.determinar-validez-de-comparacion.description""]","[""identical-english-spanish"",""foreign-lesson-title"",""repeated-paragraph-or-instruction"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""inadequate-visual-support"",""single-lesson-module""]","needs-source-review","edit","medium","52","[{""reason"":""incidencias ponderadas"",""points"":52}]","Campos localizados en inglés repiten literalmente el español. El cuerpo contiene el título de otra lección; puede ser referencia válida o contaminación de plantilla. La lección comparte párrafos o instrucciones extensos con otras lecciones. Los nombres de módulo y lección son redundantes.","true"
"wplab.horology.inspection-metrology","0.2.0","route.metrology.physical-digital-bridge","module.metrology.improve-virtual-model","lesson.metrology.improve-virtual-model","Mejorar un modelo virtual","62","7","13","1","worked-example / exercise","3-observe-measure-diagnose","","Explicar cómo formular una corrección versionada sin alterar canon ni CAD.","specific-observable","inspection","manufacturing","source.metrology.bipm.vim","[""source.metrology.bipm.gum"",""source.metrology.nist.handbook"",""source.metrology.original-course""]","[]","document","[""concept.metrology.compare-data""]","[]","[]","0/0 declared visuals ready or approved","[""dimensioned drawing, workholding, and operation states""]","R","R","home-bench","historical-non-actionable","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.metrology.adoptar-un-valor.title"",""activity.metrology.adoptar-un-valor.description"",""activity.metrology.crear-propuesta.title"",""activity.metrology.crear-propuesta.description""]","[""identical-english-spanish"",""repeated-paragraph-or-instruction"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""hazardous-historical-procedure"",""modern-safety-source-required"",""inadequate-visual-support"",""specialist-work-misclassified-home"",""single-lesson-module""]","needs-safety-review","manual-review","high","60","[{""reason"":""incidencias ponderadas"",""points"":60}]","Campos localizados en inglés repiten literalmente el español. La lección comparte párrafos o instrucciones extensos con otras lecciones. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador.","true"
"wplab.horology.inspection-metrology","0.2.0","route.metrology.physical-digital-bridge","module.metrology.final-project","lesson.metrology.final-project","Proyecto final","63","7","14","1","guided-practice / explanation","3-observe-measure-diagnose","","Explicar cómo producir un dossier trazable y revisable de una unidad concreta.","specific-observable","inspection","inspection","source.metrology.bipm.vim","[""source.metrology.bipm.gum"",""source.metrology.nist.handbook"",""source.metrology.original-course""]","[]","document","[""concept.metrology.improve-virtual-model""]","[]","[]","0/0 declared visuals ready or approved","[""scaled defect imagery and observation conditions""]","R","R","home-bench","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.metrology.completar-dossier.title"",""activity.metrology.completar-dossier.description"",""activity.metrology.defender-el-proyecto-final.title"",""activity.metrology.defender-el-proyecto-final.description""]","[""identical-english-spanish"",""foreign-lesson-title"",""repeated-paragraph-or-instruction"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""inadequate-visual-support"",""single-lesson-module""]","needs-source-review","edit","medium","52","[{""reason"":""incidencias ponderadas"",""points"":52}]","Campos localizados en inglés repiten literalmente el español. El cuerpo contiene el título de otra lección; puede ser referencia válida o contaminación de plantilla. La lección comparte párrafos o instrucciones extensos con otras lecciones. Los nombres de módulo y lección son redundantes.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.electricidad-y-celulas","lesson.encyclopedia.quartz-electronics.electricidad-y-celulas","Tensión, corriente, resistencia y células","64","8","1","1","conceptual-model / explanation","2-understand-mechanical-systems","specialization","Explicar Tensión, corriente, resistencia y células mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.official.miyota.2035","[""source.institutional.awci.standards"",""source.external.watchguy-manuals""]","[""source.external.watchguy-manuals"",""source.institutional.awci.standards"",""source.official.miyota.2035""]","document","[]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.quartz-electronics.electricidad-y-celulas.title"",""activity.encyclopedia.quartz-electronics.electricidad-y-celulas.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-source-review","split","high","58","[{""reason"":""incidencias ponderadas"",""points"":58}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Hay datos numéricos o relaciones cuantitativas sin página, figura o tabla aplicable.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador","lesson.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador","Piezoelectricidad y resonador de cuarzo","65","8","2","1","conceptual-model / explanation","2-understand-mechanical-systems","specialization","Explicar Piezoelectricidad y resonador de cuarzo mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch15","[""source.official.miyota.2035"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.official.miyota.2035"",""source.private.toh.ch15 [p.338-372; 15]""]","page-or-figure","[""concept.encyclopedia.quartz-electronics.electricidad-y-celulas.tension"",""concept.encyclopedia.quartz-electronics.electricidad-y-celulas.corriente"",""concept.encyclopedia.quartz-electronics.electricidad-y-celulas.resistencia-interna""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","mixed","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador.title"",""activity.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","60","[{""reason"":""incidencias ponderadas"",""points"":60}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.divisor-circuito-y-consumo","lesson.encyclopedia.quartz-electronics.divisor-circuito-y-consumo","Circuito integrado, divisor, compensación y consumo","66","8","3","1","conceptual-model / explanation","2-understand-mechanical-systems","specialization","Explicar Circuito integrado, divisor, compensación y consumo mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.official.miyota.2035","[""source.external.watchguy-manuals"",""source.external.watch-movements-eu""]","[""source.external.watch-movements-eu"",""source.external.watchguy-manuals"",""source.official.miyota.2035""]","document","[""concept.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador.efecto-piezoelectrico"",""concept.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador.resonador-de-horquilla"",""concept.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador.circuito-oscilador""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.quartz-electronics.divisor-circuito-y-consumo.title"",""activity.encyclopedia.quartz-electronics.divisor-circuito-y-consumo.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-source-review","split","high","58","[{""reason"":""incidencias ponderadas"",""points"":58}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Hay datos numéricos o relaciones cuantitativas sin página, figura o tabla aplicable.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.bobina-estator-y-rotor","lesson.encyclopedia.quartz-electronics.bobina-estator-y-rotor","Bobina, estator, rotor y motor paso a paso","67","8","4","1","conceptual-model / explanation","2-understand-mechanical-systems","specialization","Explicar Bobina, estator, rotor y motor paso a paso mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch15","[""source.official.miyota.2035"",""source.external.watchguy-repair-blog""]","[""source.external.watchguy-repair-blog"",""source.official.miyota.2035"",""source.private.toh.ch15 [p.338-372; 15]""]","page-or-figure","[""concept.encyclopedia.quartz-electronics.divisor-circuito-y-consumo.division-binaria"",""concept.encyclopedia.quartz-electronics.divisor-circuito-y-consumo.pulso-de-motor"",""concept.encyclopedia.quartz-electronics.divisor-circuito-y-consumo.consumo-medio""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","mixed","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.quartz-electronics.bobina-estator-y-rotor.title"",""activity.encyclopedia.quartz-electronics.bobina-estator-y-rotor.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","60","[{""reason"":""incidencias ponderadas"",""points"":60}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.diagnostico-cuarzo","lesson.encyclopedia.quartz-electronics.diagnostico-cuarzo","Diagnóstico sistemático de un cuarzo analógico","68","8","5","1","conceptual-model / explanation","3-observe-measure-diagnose","specialization","Explicar Diagnóstico sistemático de un cuarzo analógico mediante relaciones causales.","specific-observable","diagnosis-case","psychomotor-skill","source.institutional.awci.standards","[""source.official.miyota.2035"",""source.external.watchguy-manuals"",""source.external.watchguy-repair-blog""]","[""source.external.watchguy-manuals"",""source.institutional.awci.standards"",""source.official.miyota.2035""]","document","[""concept.encyclopedia.quartz-electronics.bobina-estator-y-rotor.bobina"",""concept.encyclopedia.quartz-electronics.bobina-estator-y-rotor.estator"",""concept.encyclopedia.quartz-electronics.bobina-estator-y-rotor.rotor-paso-a-paso""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.quartz-electronics.diagnostico-cuarzo.title"",""activity.encyclopedia.quartz-electronics.diagnostico-cuarzo.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""inadequate-visual-support"",""automatic-segmentation-break"",""single-lesson-module""]","needs-source-review","split","high","61","[{""reason"":""incidencias ponderadas"",""points"":46},{""reason"":""diagnóstico"",""points"":15}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Hay datos numéricos o relaciones cuantitativas sin página, figura o tabla aplicable.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.cuarzo-avanzado","lesson.encyclopedia.quartz-electronics.cuarzo-avanzado","Cuarzo de alta precisión, solar, radio y conectividad","69","8","6","1","conceptual-model / explanation","2-understand-mechanical-systems","specialization","Explicar Cuarzo de alta precisión, solar, radio y conectividad mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch15","[""source.external.watchbase"",""source.external.caliber-corner"",""source.encyclopedia.original-synthesis""]","[""source.external.caliber-corner"",""source.external.watchbase"",""source.private.toh.ch15 [p.338-372; 15]""]","page-or-figure","[""concept.encyclopedia.quartz-electronics.diagnostico-cuarzo.prueba-discriminante"",""concept.encyclopedia.quartz-electronics.diagnostico-cuarzo.carga-mecanica"",""concept.encyclopedia.quartz-electronics.diagnostico-cuarzo.arbol-de-fallos""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","mixed","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.quartz-electronics.cuarzo-avanzado.title"",""activity.encyclopedia.quartz-electronics.cuarzo-avanzado.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","60","[{""reason"":""incidencias ponderadas"",""points"":60}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor","lesson.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor","Oscilador de cuarzo y división de frecuencia","70","8","7","1","conceptual-model / explanation","2-understand-mechanical-systems","specialization","Explicar Oscilador de cuarzo y división de frecuencia mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch15","[""source.official.miyota.2035"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.official.miyota.2035"",""source.private.toh.ch15 [p.338-372; 15]""]","page-or-figure","[""concept.encyclopedia.quartz-electronics.cuarzo-avanzado.compensacion-termica"",""concept.encyclopedia.quartz-electronics.cuarzo-avanzado.disciplina-externa"",""concept.encyclopedia.quartz-electronics.cuarzo-avanzado.gestion-de-energia""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","historical-non-actionable","mixed","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor.title"",""activity.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""hazardous-historical-procedure"",""modern-safety-source-required"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","60","[{""reason"":""incidencias ponderadas"",""points"":60}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. La lección o sus fuentes contienen un procedimiento histórico peligroso; no debe convertirse en instrucción accionable.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.toh-motor-paso-bipolar","lesson.encyclopedia.quartz-electronics.toh-motor-paso-bipolar","Bobina, estator y motor paso a paso bipolar","71","8","8","1","conceptual-model / explanation","2-understand-mechanical-systems","specialization","Explicar Bobina, estator y motor paso a paso bipolar mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch15","[""source.official.miyota.2035"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.official.miyota.2035"",""source.private.toh.ch15 [p.338-372; 15]""]","page-or-figure","[""concept.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor.resonancia-de-cuarzo"",""concept.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor.divisor-binario"",""concept.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor.capacitancia-de-carga""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","mixed","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.quartz-electronics.toh-motor-paso-bipolar.title"",""activity.encyclopedia.quartz-electronics.toh-motor-paso-bipolar.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","60","[{""reason"":""incidencias ponderadas"",""points"":60}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.toh-cadena-electronica-completa","lesson.encyclopedia.quartz-electronics.toh-cadena-electronica-completa","Cadena completa del reloj electrónico analógico","72","8","9","1","transfer / explanation","2-understand-mechanical-systems","specialization","Explicar Cadena completa del reloj electrónico analógico mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch15","[""source.official.miyota.2035"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.official.miyota.2035"",""source.private.toh.ch15 [p.338-372; 15]""]","page-or-figure","[""concept.encyclopedia.quartz-electronics.toh-motor-paso-bipolar.estator"",""concept.encyclopedia.quartz-electronics.toh-motor-paso-bipolar.rotor-imantado"",""concept.encyclopedia.quartz-electronics.toh-motor-paso-bipolar.pulso-bipolar""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","mixed","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.quartz-electronics.toh-cadena-electronica-completa.title"",""activity.encyclopedia.quartz-electronics.toh-cadena-electronica-completa.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""inadequate-visual-support"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","59","[{""reason"":""incidencias ponderadas"",""points"":59}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.quartz-miyota2035","0.5.0","route.quartz2035.isa-to-2035","module.quartz2035.isa-memory","lesson.quartz2035.isa-memory","Del recuerdo del ISA 8172 a una observación trazable","73","9","1","1","conceptual-model / explanation","4-work-on-real-calibre","specialization","Ejecutar la práctica con orden y trazabilidad.","generic","mechanism-explanation","mechanism-explanation","source.horology.original-quartz-practical-route","[]","[""source.horology.original-quartz-practical-route""]","missing","[""concept.quartz2035.observe-before-disassembly""]","[]","[]","1/1 declared visuals ready or approved","[""causal schematic or state animation""]","K","V","simulation","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.quartz2035.create-isa-confidence-map.title"",""activity.quartz2035.create-isa-confidence-map.description"",""activity.quartz2035.compare-isa-functionally.title"",""activity.quartz2035.compare-isa-functionally.description""]","[""empty-markdown-headings"",""identical-english-spanish"",""foreign-lesson-title"",""generic-reused-objective"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""template-conditioned-content"",""calibre-content-general-theory-only"",""single-lesson-module""]","needs-source-review","manual-review","high","60","[{""reason"":""incidencias ponderadas"",""points"":60}]","La lección contiene encabezados sin contenido verificable. Campos localizados en inglés repiten literalmente el español. El cuerpo contiene el título de otra lección; puede ser referencia válida o contaminación de plantilla. El objetivo es genérico, no observable o se reutiliza de forma extensa.","true"
"wplab.horology.quartz-miyota2035","0.5.0","route.quartz2035.isa-to-2035","module.quartz2035.documentation","lesson.quartz2035.documentation","Cómo leer la documentación del MIYOTA 2035","74","9","2","1","pretraining / explanation","4-work-on-real-calibre","specialization","Ejecutar la práctica con orden y trazabilidad.","generic","mechanism-explanation","mechanism-explanation","source.miyota.2035.product-page","[""source.miyota.2035.specification"",""source.miyota.2035.drawing"",""source.miyota.2035.instruction-manual"",""source.miyota.2035.parts-list-exploded-view"",""source.horology.original-quartz-practical-route""]","[""source.miyota.2035.parts-list-exploded-view""]","document","[""concept.quartz2035.distinguish-observation-inference""]","[]","[]","1/1 declared visuals ready or approved","[""causal schematic or state animation""]","K","V","simulation","historical-non-actionable","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.quartz2035.read-drawing.title"",""activity.quartz2035.read-drawing.description"",""activity.quartz2035.associate-reference-part.title"",""activity.quartz2035.associate-reference-part.description""]","[""empty-markdown-headings"",""identical-english-spanish"",""foreign-lesson-title"",""generic-reused-objective"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""hazardous-historical-procedure"",""template-conditioned-content"",""single-lesson-module""]","needs-safety-review","manual-review","high","60","[{""reason"":""incidencias ponderadas"",""points"":60}]","La lección contiene encabezados sin contenido verificable. Campos localizados en inglés repiten literalmente el español. El cuerpo contiene el título de otra lección; puede ser referencia válida o contaminación de plantilla. El objetivo es genérico, no observable o se reutiliza de forma extensa.","true"
"wplab.horology.quartz-miyota2035","0.5.0","route.quartz2035.isa-to-2035","module.quartz2035.anatomy","lesson.quartz2035.anatomy","Anatomía completa del MIYOTA 2035","75","9","3","1","pretraining / explanation","4-work-on-real-calibre","specialization","Ejecutar la práctica con orden y trazabilidad.","generic","visual-anatomy","visual-anatomy","source.miyota.2035.product-page","[""source.miyota.2035.specification"",""source.miyota.2035.drawing"",""source.miyota.2035.instruction-manual"",""source.miyota.2035.parts-list-exploded-view"",""source.horology.original-quartz-practical-route""]","[""source.miyota.2035.parts-list-exploded-view""]","document","[""concept.quartz2035.locate-official-data""]","[]","[]","1/1 declared visuals ready or approved","[""annotated anatomy or exploded view""]","K","V","home-bench","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.quartz2035.classify-subsystems.title"",""activity.quartz2035.classify-subsystems.description"",""activity.quartz2035.follow-functional-chain.title"",""activity.quartz2035.follow-functional-chain.description""]","[""empty-markdown-headings"",""identical-english-spanish"",""foreign-lesson-title"",""generic-reused-objective"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""template-conditioned-content"",""single-lesson-module"",""physical-skill-digital-only""]","needs-source-review","edit","high","60","[{""reason"":""incidencias ponderadas"",""points"":60}]","La lección contiene encabezados sin contenido verificable. Campos localizados en inglés repiten literalmente el español. El cuerpo contiene el título de otra lección; puede ser referencia válida o contaminación de plantilla. El objetivo es genérico, no observable o se reutiliza de forma extensa.","true"
